Plate_ID,Registration_State,Plate_Type,Vehicle_Make,Issuer_Code,Street_Name,Vehicle_Year
KDE4186,PA,PAS,NISSA,962472,MCGINNESS BLVD,0
HLV9843,NY,PAS,CHRYS,962715,SUTTON ST,2007
HPU6534,NY,PAS,GMC,962715,DEBEVOISE AVE,1998
GVC1357,NY,PAS,CHEVR,924872,N/W C/O NORMAN AVE,1993
GFV8463,NY,PAS,NISSA,924872,E/S MESEROLE AVE,2015
HFZ5836,NY,PAS,NISSA,921824,JAY ST,2016
HLJ9656,NY,PAS,HYUND,921824,LIVINGSTON ST,2014
GRC3967,NY,PAS,TOYOT,961631,GOLD ST,1998
HLR9090,NY,PAS,,960031,WEST 190TH STREET,2013
T649991C,NY,PAS,TOYOT,961844,WEST 167 STREET,2014
GEB8232,NY,PAS,TOYOT,935684,W 107 ST,2012
HJN5290,NY,PAS,AUDI,928202,71 CRES,2003
GGB4512,NY,PAS,FORD,928202,71 CRES,2013
HFT7318,NY,PAS,FORD,928202,69 AVE,2016
HNC4229,NY,PAS,TOYOT,958816,E 20 ST,2017
HRS8527,NY,PAS,TOYOT,958307,E 14,2009
GUR174,NY,PAS,VOLVO,954307,E 14 STREET,2009
JVM3288,PA,PAS,TOYOT,948888,W 43 ST,0
GBU7103,NY,PAS,TOYOT,924452,RUSSELL ST,2012
HNU9951,NY,PAS,JEEP,924452,MORGAN AVE,2014
GWK811,VT,PAS,VOLKS,924452,N 6TH ST,0
HBT4518,NY,PAS,SUBAR,924452,BERRY ST,2013
GRR0139,PA,PAS,CHEVR,924452,WEST ST,0
HAL7897,NY,PAS,KIA,959442,GLENN AVE,2006
GOX6427,NY,PAS,LEXUS,989842,GLENN AVE,2015
HNC6889,NY,PAS,NISSA,0,ARTHUR KILL RD (W/B),2016
DMC9652,NY,PAS,,215006,HANSON PL,2005
ESW4258,NY,PAS,NISSA,956068,STUYVESANT,2009
FSW4258,NY,PAS,NISSA,956068,STUYVESANT AV,2009
BPS6627,NY,PAS,INFIN,100982,BROADWAY,1998
FRJ6274,99,PAS,BMW,101455,BROADWAY,2002
T696209C,NY,OMT,TOYOT,101455,BROADWAY,2015
DUP24,NJ,PAS,FORD,909314,E 111 ST,0
E53HJW,NJ,PAS,FORD,916645,N/W/C STEINWAY ST,0
FLZ2953,NY,PAS,SATUR,940395,LEXINGTON AVE,2005
DYR9518,NY,PAS,,929643,HARMAN ST,2013
XFAC61,NJ,PAS,ME/BE,939102,HARMAN STREET,2001
22462MB,NY,COM,FORD,960590,BEAN ST,2011
FPB5817,NY,PAS,HONDA,960590,BEACH 102 STREET,2005
AHI770,SC,PAS,FORD,737654,THROOP AVE,0
DFF8369,NY,PAS,TOYOT,943235,STUYVESANT PLACE,1997
5463OJJ,NY,COM,FRUEH,927266,DEKRUIT PLACE,2005
51766JW,NY,COM,MERCU,927266,DEBS PLACE,2007
91951MG,NY,COM,FORD,927266,DREISER LOOP,2005
949O7JA,NY,COM,MERCU,927266,CASALS PL,2001
21574MG,NY,COM,CHEVR,927266,CASALS PL,2007
30899JX,NY,COM,FRUEH,927266,BENCHLEY PL,2006
12287MG,NY,COM,FRUEH,927266,ALCOTT PL,2015
57100JZ,NY,COM,FRUEH,927266,HUTCHINSON RIVER PKW,2009
48870MH,NY,COM,FORD,927266,HUTCHINSON RIVER PKW,2015
XY71UW,NJ,PAS,KURBM,915678,BWAY,0
AGIP62,FL,PAS,HYUND,956884,LEONARD ST,0
DXT1543,NY,PAS,CHRYS,956884,LEONARD ST,2010
W52FHX,NJ,PAS,MAZDA,962466,BUSHWICK AVE,0
A22GSU,NJ,PAS,KIA,949885,EVERGREEN AVE,0
28510MH,NY,COM,,958942,W BWAY,0
2851OMH,NY,COM,,958902,W BWAY,0
67668MH,NY,COM,FRUEH,955266,BROADWAY,2016
49788JG,NY,COM,GMC,932058,PITT ST,1985
AL90031,NY,TRL,ROAD,933459,WEST THAMES ST,0
E53HJC,NJ,PAS,JEEP,928076,WILLOUGHBY AVE,0
AH46558,AZ,PAS,FORD,925381,GREENE AVE,0
VUP2758,VA,PAS,DODGE,953880,GREENE AVE,0
24373MH,NY,COM,KENWO,936599,W 7TH ST,0
EWU9864,NY,OMT,ACURA,960793,AVE K,2001
83485MH,NY,COM,FRUEH,959158,CENTRAL PARK WEST,2016
85829,NY,COM,FRUEH,962659,WEST BROADWAY,0
28648MH,NY,COM,MERCU,958068,CHRISTOPHER ST,1997
49334KA,NY,OMT,FORD,943647,FORT WASHINGTON AVE,2009
94525MJ,NY,COM,HIN,943647,FORT WASHINGTON AVE,2017
28595MH,NY,COM,,960005,E 109 ST,0
29877MJ,NY,COM,FORD,958816,E 24 ST,2006
29877MJ,NY,COM,FORD,958816,E 24 ST,2006
W75GAT,NJ,PAS,CHEVR,958816,E 14 ST,0
9N16H,NY,OMT,FORD,958321,E 28 ST,2012
56666ML,NY,COM,FORD,958307,AVE C,2012
35375BB,NY,PAS,,955822,BEDFORD AV,0
47PN797,AL,PAS,FORD,957370,EASTERN PKWY,0
12077MJ,NY,COM,FRUEH,959913,MADISON AVE,2016
58GT187,AL,PAS,FORD,961260,SCHOLES ST,0
89626MD,NY,COM,HIN,0,MAIN ST,2013
21513MB,NY,COM,DODGE,955684,WASHINGTON STREET,2013
5524534,CA,PAS,BMW,948921,NEW YORK AVE,0
PL8108,NJ,PAS,TOYOT,948128,PIERREPONT ST,0
1KK137,MA,PAS,TOYOT,961928,FRANKLIN AVE,2013
DEM6222,NC,PAS,TOYOT,932743,PENNSYLVANIA,0
FLL452,NY,PAS,GMC,962443,FREEPORT LP,2016
FBE2312,NY,PAS,FORD,962443,FREEPORT LOOP,2007
FLL9448,NY,PAS,HYUND,961444,BUSHWICK AVE,2011
43146MC,NY,COM,FORD,955049,W 48 ST,0
14482JY,NY,COM,,938119,W 168 ST,0
8797LM,FL,PAS,HONDA,961369,MOUNT MORRIS PARK,0
AH18022,AR,PAS,,962538,MORNINGSIDE AVE,0
EJR2607,NY,PAS,HONDA,944434,BUSHWICK AV,2008
FXK1703,NY,PAS,HONDA,961220,C/O KNICKERBOCKER AV,2010
X43GUT,NJ,PAS,HYUND,959559,CUMBERLAND ST,0
YLW679,OR,PAS,TOYOT,960307,WASHINGTON ST,0
3479MJ,NY,COM,FORD,954307,EAST 22 ST,2011
61967MD,NY,COM,FORD,958307,EAST 24 ST,2006
3879MJ,NY,COM,FORD,958347,EAST 22 ST,2011
14828MJ,NY,COM,MERCU,959487,MADISON,0
49216KA,NY,COM,MERCU,959487,MADISON,0
BGA9488,NY,PAS,TOYOT,958448,VANDERBILT AVE,2007
AKV6132,NY,PAS,SCION,958448,CLINTON AVE,2004
AGO5072,AZ,PAS,GMC,959081,WASHINGTON PARK,0
42020MK,NY,COM,DODGE,959081,WASHINGTON PARK,2013
AH50504,AZ,PAS,GMC,958585,GREENE AVE,0
AE94058,AZ,PAS,GMC,958585,CLINTON AVE,0
XE210S,NJ,PAS,CHEVR,920126,KINGSLAND AVE,0
PHD3744,NY,PAS,FORD,920126,N/W O/O ON ENGERT AV,2006
CAWT568,ON,PAS,DODGE,935684,W 107 ST,0
ERK3771,NY,PAS,TOYOT,935684,W 107 ST,2001
3WG237,WV,PAS,FORD,928671,W 107TH STREET,0
CYH2626,NY,PAS,FORD,928671,W 107TH ST,2002
95305MD,NY,COM,FRUEH,958631,CENTRE,2014
VUY4730,VA,PAS,MAZDA,960349,ELDRIDGE ST,0
DEVLRA78,NY,PAS,TOYOT,937922,HENRY STREET,2009
42873JY,NY,COM,GMC,950862,LAWRENCE ST,2006
1AHLU9,CT,999,SUBAR,962562,N 11 ST,0
EHT9677,PA,PAS,TOYOT,937070,JACKSON ST,0
12671JY,NY,COM,GMC,921824,JAY ST,2007
2638470,IN,PAS,MERCU,921824,JAY ST,0
2298537,IN,PAS,MERCU,921824,JAY ST,0
44178MK,NY,COM,FORD,921824,COURT ST,2017
12818JY,NY,COM,GMC,921824,LIVINGSTON ST,2007
62550JM,NY,COM,MERCU,921824,LIVINGSTON ST,1997
45278MK,NY,COM,ME/BE,921824,LIVINGSTON ST,0
QBF8508,GA,PAS,NISSA,921824,SCHERMERHORN ST,0
98515JZ,NY,COM,WORKH,921824,SMITH ST,2009
89400MJ,NY,COM,FORD,921824,FULTON ST,2017
19750JT,NY,COM,MERCU,921824,JORALEMON ST,2005
57149MH,NY,COM,FORD,921824,SCHERMERHORN ST,2012
90379MC,NY,COM,CHEVR,921824,SCHERMERHORN ST,2013
AXF6433,NY,PAS,INFIN,961631,GOLD ST,0
5BW4735,MA,PAS,JEEP,961631,GOLD ST,0
95821MD,NY,COM,FORD,957183,BRIDGE ST,2008
24577,DE,PAS,,960031,WADSWORTH AVENUE,0
9AY0487,MD,PAS,ME/BE,956627,BROOKLYN AVE,0
CGI6157,GA,PAS,CHEVR,956627,DEAN ST,0
FYJ6922,MA,PAS,TOYOT,956627,PARK PLACE,0
2KXR60,MA,PAS,TOYOT,959176,AINSLIE ST,0
BGN8871,NY,PAS,,947518,STERLING PL,2002
X69FER,NJ,PAS,HONDA,930996,EASTERN PKWY,0
X29GTP,NJ,PAS,,954785,STERLING PLACE,0
DAX2662,NY,PAS,TOYOT,957720,LINCOLN PL,2017
AG47826,PA,PAS,MACK,942103,AVENUE C,0
61204MC,99,COM,CHEVR,957183,WATER ST,2012
EKW8992,NY,PAS,VOLKS,962217,LEONARD ST,2011
89453MJ,NY,COM,FORD,954770,OCEAN AVE,0
42779JM,NY,COM,MERCU,960964,C/O 192 SANDS ST,1997
55111MB,NY,COM,FRUEH,953212,FDR DRIVE,2012
92613JU,99,PAS,,957735,TY KEMJL,0
89407MJ,NY,COM,FORD,959387,WOOSTER ST,2017
89407MJ,NY,COM,FORD,959387,WOOSTER ST,2017
49735JG,NY,COM,,957735,IV ILLMCE  NN,2004
56252MG,NY,COM,,957735,,1996
56252MG,NY,COM,,957735,,1996
89414JM,NY,COM,,957735,MERCER ST,0
89407MJ,NY,COM,,957735,C/O SPRING,0
BLANKPLATE,99,999,,957735,C/O SPRING,0
92613JU,NY,COM,,957735,KING ST,0
FGR4580,NY,PAS,NISSA,957963,W 145 ST,2002
497PLD,CT,PAS,TOYOT,953392,WILSON AVE,0
CCJ7923,NY,PAS,GEO,960470,GATES AVE,1993
925ZUF,CT,PAS,JEEP,953901,ST JOHNS PL,0
CYP1927,TX,PAS,NISSA,955386,ROCHESTER AVE,0
BQVS10,FL,PAS,DODGE,960814,STERLING PL,0
89414MJ,NY,COM,SOLEC,959387,MERCER ST,2004
89414MJ,NY,COM,SOLEC,959387,MERCER ST,2004
83523MH,NY,COM,,962651,PRINCE ST,0
83523MH,NY,COM,,962631,PRINCE ST,0
91655MC,99,COM,,962631,C/O THOMAS ST,0
91655MC,99,COM,,962631,C/O THOMAS ST,0
64638MD,NY,COM,,962631,MERCE ST,0
31379MG,NY,COM,,962631,HANDSON ST,0
52965MD,NY,COM,,962631,VARIOR ST,0
49771JG,NY,COM,,962631,WEST BROADWAY,0
49771JG,NY,COM,,962631,WEST BROADWAY,0
782UYN,CT,PAS,SUBAR,962501,WINTERS,0
34310BB,NY,OMR,FORD,924452,HUMBOLDT ST,2008
34310BB,NY,OMR,FORD,929932,HUMBOLDT ST,2008
FCJ2809,NY,PAS,HONDA,924452,KINGSLAND AVE,2007
DPR3045,MI,PAS,FORD,924452,KINGSLAND AVE,0
CXD4455,NY,PAS,VOLKS,924452,MORGAN AVE,2004
9CK3637,MD,PAS,FORD,924452,APOLLO ST,0
77582PA,NY,IRP,FRUEH,924452,VARICK ST,2006
BLE3269,NY,PAS,MITSU,924452,NORMAN AVE,0
ECV2457,NY,PAS,TOYOT,956884,LEONARD ST,2006
21W834,CA,PAS,VESPA,924452,N 9TH ST,0
62539MG,NY,COM,GMC,924452,WEST  ST,2007
67754MC,NY,COM,FRUEH,924452,GREENPOINT AVE,2013
66624MC,NY,COM,WORKH,924452,GREENPOINT AVE,2012
67754MC,NY,COM,FRUEH,924452,WEST ST,2013
67336MG,NY,COM,ISUZU,924452,MANHATTAN AVE,2016
T720718C,NY,OMT,TOYOT,928202,64 AVE,2015
T725791C,NY,OMT,TOYOT,928202,64 AVE,2015
U39GBE,NJ,PAS,DODGE,950074,BROADWAY,0
83484MH,NY,COM,FRUEH,950074,COLUMBUS AVE,2016
AT459E,NJ,PAS,FRUEH,926586,W 44 ST,0
XY272W,NJ,PAS,FRUEH,926586,9TH AVE,0
AT379A,NJ,PAS,MERCU,926586,9TH AVE,0
71545ME,NY,COM,MERCU,926586,9TH AVE,2001
12248MG,NY,COM,FRUEH,926586,9TH,2015
62870MA,NY,COM,CHEVR,948889,W 43 ST,2006
28500MH,NY,COM,FRUEH,886347,WEST END AVE,2015
55072MB,NY,COM,FRUEH,886342,CENTRAL PARK WEST,2012
HLE2502,NY,OMS,HYUND,921095,F/O 255 STATE ST,2017
T601736C,NY,PAS,CHEVR,939825,ALBANY ST,2012
GBH5720,NY,PAS,CHEVR,0,CENTRE STREET,2008
HCR9841,NY,PAS,ACURA,941927,SOUTH 4 ST,2017
GNE3524,NY,PAS,HONDA,941927,LORIMER ST,2016
HHJ8549,NY,PAS,TOYOT,0,WHITE ST,2011
HHJ8549,NY,PAS,TOYOT,0,WHITE ST,2011
HNP3588,NY,PAS,ME/BE,0,GRAND CONCOURSE,2013
HQJR0Z,FL,PAS,JEEP,909314,E 111 ST,0
GYV6444,NY,PAS,CADIL,909314,E 111 ST,2015
GST5501,NY,PAS,NISSA,566734,FULTON AVE,1999
HKW1683,NY,PAS,SUBAR,702761,THROOP AVE,2015
HF53829,NY,PAS,HONDA,160183,,2011
HRJ8415,NY,PAS,CHEVR,952685,C/O 91 STREET,2007
HFD3310,NY,PAS,NISSA,0,STATE STREET,2002
HCM8732,NY,COM,CHEVR,959377,HERKIMER ST,2016
HCF1256,NY,PAS,HONDA,952242,ATLANTIC AVE,2016
GUU9236,NY,PAS,CHEVR,941392,HALSEY ST,2010
HJP2923,NY,PAS,ROVER,956773,PUTNAM,2006
HPC5435,NY,PAS,HONDA,941392,LEXINGTON AVE,2005
GJZ3334,NY,PAS,DODGE,960369,WILLOUGHBY ST,0
HGK6346,NY,PAS,KIA,958615,MADISON ST,2013
HHV5426,NY,PAS,JEEP,955886,RICHMOND AVE,2016
HLA6299,NY,PAS,ME/BE,948120,PROSPECT PL,2014
HTW5354,PA,PAS,INFIN,939421,GRAND ST,0
HSD9944,NY,PAS,CADIL,954073,HUDSON,2017
GRF9188,NY,OMT,TOYOT,962808,HICKS,2018
JZL0934,PA,PAS,TOYOT,940186,BLAKE AVE,0
LW470,RI,PAS,JEEP,954464,LINCOLN AVE,0
HNJ4023,NY,PAS,TOYOT,958342,WYCKOFF AVE,2014
GLS5010,NY,PAS,CHEVR,932804,BATH AVE,2005
RZ3FRD,NJ,PAS,KIA,961040,C/O 66 ST,0
HCA9455,NY,PAS,FORD,952207,W 24 STREET,2015
HBU2895,NY,PAS,JEEP,927857,MACDONOUGAL,2014
HHK1945,NY,PAS,JEEP,939669,JOHN ST,2016
GXG3989,NY,PAS,CHEVR,939669,SOUTH ST,2002
HDJ9669,NY,PAS,BMW,939669,BATTARY PL,2013
HFN8986,NY,PAS,VOLKS,939669,BATTERY PL,2004
GY678MD,NY,PAS,FORD,951815,GREENE ST,0
G4638MD,NY,COM,FORD,951815,GREENE ST,0
S6252MG,NY,COM,FORD,951815,GREENE ST,0
GTC3088,NY,PAS,ME/BE,942722,WEST BROADWAY,2007
L94GTZ,NJ,PAS,HYUND,959722,BEEKMAN ST,0
HKR1257,NY,PAS,,932650,15 AVE,2017
JKG7428,PA,PAS,,936042,ELIZABETH ST,0
HGT2040,NY,PAS,FORD,936042,ELIZABETH ST,2006
HPB5357,NY,PAS,CHEVR,948601,ELTON ST,2007
HDT4770,NY,PAS,AUDI,938973,WYCKOFF ST,2016
GHU9242,NY,PAS,NISSA,938973,WYCKOFF ST,2010
GLB3048,NY,PAS,ME/BE,938973,WYCKOFF ST,2015
HPU5520,NY,PAS,HONDA,957187,WASHINGTON AVE,2005
GNF9352,NY,PAS,HONDA,932533,29TH ST,2010
T635003C,NY,OMT,LINCO,944740,SUTPHIN BLVD,2007
HMP9789,NY,PAS,NISSA,936269,MERRY AVE,2013
GTC3427,NY,PAS,TOYOT,961688,FULTON ST,2015
T673630C,NY,OMT,LINCO,938077,DUFFIELD ST,2010
GFK1062,NY,PAS,BMW,932160,DUPONT ST,2010
HDZ8738,NY,PAS,GMC,942867,MANHATTAN AVE,2016
GBP523J,NY,PAS,ME/BE,942867,MANHATTAN AVE,2015
HCG9834,NY,PAS,SUBAR,942867,MANHATTAN AVE,2015
HMJ5372,NY,PAS,SMART,950689,C/O DUPONT,2017
KDE4186,PA,PAS,NISSA,962229,MCGUINNESS BLVD,0
GXC7520,NY,PAS,ACURA,962229,INDIA ST,2011
HEH3968,NY,PAS,VOLKS,959145,SUTTON ST,2011
HCJ3770,PA,PAS,HONDA,932366,ROGERS AVE,0
HKT4334,NY,PAS,NISSA,989383,,2012
HKX3977,NY,PAS,CHEVR,962266,WATKINS,2015
HNA6047,NY,PAS,FORD,951240,7TH AVE,2015
HJLE55,FL,PAS,ME/BE,960159,CORNELIA STREET,0
HK72142,NY,PAS,VOLVO,947613,HURON ST,2012
HBS4253,NY,PAS,NISSA,962376,WEIRFIELD,2005
HMK2762,NY,PAS,ACURA,962466,DEKALB AVE,1999
HNJ4023,NY,PAS,TOYOT,958342,WYCKOFF AVE,2014
HLD3442,NY,PAS,HONDA,949592,MADISON STREET,2012
HLK3442,NY,PAS,HONDA,949592,MADISON ST,2012
HKB9032,NY,PAS,DODGE,958126,LINCOLN PL,1996
HLT4538,NY,PAS,BMW,933554,STERLING PLC,2003
GZE3950,NY,PAS,MAZDA,933554,UTICA AVE,2007
GVB8189,NY,PAS,NISSA,960958,BOGART,2009
KHX9560,PA,PAS,GMC,947279,59TH ST,0
GTL1624,NY,PAS,HONDA,958747,KNICKERBOCKER AVE,2014
GXX1976,NY,PAS,HONDA,958747,KNICKERBOCKER AVE,2012
T624800C,NY,OMT,TOYOT,958747,IRVING AVE,2013
HAL7710,NY,PAS,HONDA,962513,ENGERT AVE,2008
HRH4185,NY,PAS,HONDA,960341,W/O DNIUSA PL,2017
GXN4928,NY,PAS,FORD,959158,WEST END AVE,2011
HRF5894,NY,PAS,LINCO,947643,W 109 STREET,2014
HPHC54,FL,PAS,HYUND,947643,WEST 106 STREET,0
HSD3045,NY,PAS,HONDA,952911,W 151 ST,2014
HRF7811,NY,PAS,MAZDA,953531,W 88 ST,2017
GLJ9950,NY,OMT,NISSA,943628,BLEECKER ST,0
HHL9274,NY,PAS,AUDI,959001,W 12 ST,2016
HAZ4824,NY,PAS,JEEP,962240,REMSEN AVE,2014
GMZ1890,NY,PAS,HONDA,960634,W THAMES,2014
HCC8482,NY,PAS,BMW,942769,CANAL ST,2016
HPH6222,NY,PAS,LINCO,953189,GERARD AVE,2014
HLY3564,NY,PAS,FORD,937496,19 ST,2012
GGR8729,NY,PAS,PORSC,957545,WEST END,2017
GGF5705,NY,PAS,TOYOT,937335,OCEAN PARKWAY,2007
GFT1097,NY,PAS,FORD,937335,PROSPECT AVE,2016
GHX620,NY,PAS,VOLKS,936719,SHERMAN AVE,2012
GYH5641,NY,PAS,GMC,930719,PROSPECT AVE,2010
HGT8900,NY,PAS,HONDA,935428,MARINE AVE,2013
GYL9393,NY,PAS,DODGE,935428,SHORE RD,2004
HRH1984,NY,PAS,HONDA,935428,99 ST,2016
HJX1524,NY,PAS,TOYOT,926593,84TH ST,2014
HFS1368,NY,PAS,JEEP,942683,C/O 56TH,2013
HCJ5673,NY,PAS,SUBAR,948889,11 AVE,2016
K97DHD,NJ,PAS,HONDA,948889,11 AVE,0
HITMKR,NY,PAS,BMW,958414,E 5 ST,2015
HCD4438,NY,PAS,TOYOT,945570,E 5 ST,2009
HDF4501,NY,PAS,NISSA,945570,E 5 ST,2007
GXF5209,NY,PAS,MITSU,945570,E 5 ST,2015
HHW9886,NY,PAS,BMW,945570,E 5 ST,1998
GDN7962,NY,PAS,BMW,945570,E 5 ST,2016
KCE2719,PA,PAS,,945570,E 5 ST,0
GLS1579,NY,PAS,SUBAR,945570,E 5 ST,2017
HJC9486,NY,PAS,LEXUS,945770,E 5 ST,2004
GSV5038,NY,PAS,CHEVR,950857,E 16 STREET,2011
HMW5327,NY,PAS,FORD,926207,GOLD ST,2009
HKT2990,NY,PAS,JEEP,924452,RUSSELL ST,1997
HPU4435,NY,PAS,KIA,924452,WYTHE AVE,2013
HPW1067,NY,PAS,BMW,924452,WYTHE AVE,2013
GYD5865,NY,PAS,HONDA,924453,WYTHE AVE,2007
GVF3964,NY,PAS,SUBAR,924452,WYTHE AVE,2017
HNX7293,NY,PAS,FORD,924452,FROST ST,2017
KJZ8385,NY,PAS,SMART,924452,MEEKER AVE,2016
HEA8509,NY,PAS,LEXUS,924452,MEEKER AVE,2016
GYV7550,NY,PAS,DODGE,924452,ROEBLING ST,2010
GNK8968,NY,PAS,NISSA,962589,BAYARD,2007
HK0SH,99,PAS,TOYOT,960822,CORTELYOU,2014
12427JW,NY,COM,CHEVR,101231,1 AVENUE,2007
FHR8000,NY,PAS,CHRYS,920362,40TH ST,0
POPCKL,PA,PAS,TOYOT,960924,SCHOLES ST,2008
76130JY,NY,COM,FRUEH,947692,BROADWAY,2007
FRJ8624,NY,PAS,NISSA,160256,FMCP TENNIS CT,2002
UGI5616,TN,PAS,,939239,C/O ATKINS AVE,0
AG01352,CT,PAS,HYUND,909314,E 111 ST,0
517845,SC,PAS,TOYOT,960563,N ELLIOTT AVE,0
U71GAJ,NJ,PAS,FORD,957054,JEFFERSON ST,2001
96655ON,NJ,PAS,NISSA,949338,147 PL,0
60280JR,NY,COM,,956614,W BROADWAY,0
60280JR,NY,COM,,936617,W BROADWAY,0
56298MG,NY,999,,952973,MERCER ST,0
91658MC,NY,COM,,952973,DUANE ST,0
PUD6101,OH,PAS,,949827,BWAY,0
TRW44B,NJ,PAS,,949829,BWAY,2016
TMC62G,NJ,PAS,INTER,949827,C/O CHURCH,2014
AL336V,NJ,PAS,MACK,949827,CHURCH,2001
67750MH,NY,COM,DODGE,915678,W 136 ST,2015
782UXN,CT,PAS,SUBAR,947613,MANHATTAN AVE,0
CCU0870,MI,PAS,BUICK,962452,CENTRAL AVE,0
XVN7929,VA,PAS,ACURA,962466,WILSON AVE,0
49802JG,NY,COM,GMC,955230,GREENE,1990
89988JV,NY,COM,DODGE,955230,BARCLAY ST,2006
95304MD,NY,COM,FRUEH,955230,SPRING,2014
83523MH,99,COM,,955230,PRINCE,0
83499ME,NY,COM,FRUEH,955230,GREENE,0
64638MD,NY,COM,FRUEH,955230,MERCER,2006
60280JR,NY,COM,,955236,W BWAY,0
T679697C,NY,PAS,NISSA,942709,MANGIN ST,0
YB3DLV,NJ,PAS,NISSA,942709,RUTGERS ST,0
3L66B,NY,OMT,TOYOT,954073,HUDSON,2014
EUG7606,NY,PAS,,925381,PUTNAM AVE,2015
C86FSN,NJ,PAS,GMC,949592,LEXINGTON AVE,0
O83WLQ,IA,PAS,FORD,949592,LEXINGTON AVE,0
DNP6917,MI,PAS,VOLVO,956850,BEDFORD AVE,0
BLANKPLATE,99,999,VOLKS,955801,C/O BEDFORD PL,0
BLANKPLATE,99,999,VOLKS,955801,C/O BEDFORD PL,0
AP405A,NJ,PAS,FORD,939146,BAY PKWY,0
96404MG,NY,COM,FORD,961148,W 20 ST,2006
36903MA,NY,COM,,954778,8TH AVE,2012
28676MH,NY,COM,FORD,946514,WEST BROADWAY,2015
888XMK,NY,PAS,FORD,939669,C/S WEST THOMAS ST,1999
49802JG,NY,COM,FORD,951815,GREENE ST,0
49802JG,NY,COM,FORD,951815,GREENE ST,0
64638MD,NY,COM,FORD,951815,GREENE ST,0
56252MG,NY,COM,FORD,951815,GREENE ST,0
56298MG,NY,COM,FORD,951815,MERCER ST,0
56298MG,NY,COM,FORD,951815,MERCER ST,0
64638MD,NY,COM,FORD,951815,GREENE ST,0
DAR9407,NY,PAS,TOYOT,950022,W 103 ST,2005
5G61A,NY,OMT,NISSA,959722,I/O CHURCH ST,2016
70052JZ,NY,COM,,957216,1 AVE,2010
82923ME,NY,COM,,925787,BROADWAY,2006
63540MC,NY,COM,MERCU,956143,3RD AVENUE,0
S62FPS,NJ,PAS,TOYOT,923226,W 55 ST,0
CNP2978,NY,PAS,ROVER,923226,W 55 ST,2015
12602JB,NY,COM,INTER,943885,WEST END AVE,2001
85083JT,NY,COM,INTER,943885,WEST END AVE,2005
1N18H,NY,OMT,NISSA,943885,COLUMBUS AVE,2016
BCA1450,WA,PAS,VOLKS,928969,WEST 95 STREET,0
28666MH,NY,COM,,947643,WEST END AVENUE,2014
94908JA,NY,COM,,961769,E 131,2001
RAM138,99,PAS,JEEP,936042,ELIZABETH ST,0
PLX8737,GA,PAS,TOYOT,936042,ELIZABETH ST,0
12862KA,NY,COM,FORD,939665,COLUMBUS AVE,2009
PTZ6751,GA,PAS,TOYOT,957370,PARK PL,0
23079TC,NY,COM,KENWO,936716,1 AVE,2010
47829MD,NY,COM,PETER,936716,1 AVE,2014
XV442Z,NJ,PAS,FORD,957390,W 24TH STREET,0
AH99108,CT,PAS,FORD,957390,E 26TH ST,0
XEV258,NJ,PAS,GMC,957390,W 26TH STREET,0
XEAW42,NJ,PAS,FORD,957390,W 28TH STREET,0
XET455,NJ,PAS,ISUZU,957390,W 28TH STREET,0
T719416C,NY,999,HYUND,955175,JEFFERSON,2017
840KKJ,TN,PAS,TOYOT,940320,QUINCY ST,0
964082N,NJ,PAS,LEXUS,956773,BROADWAY,0
CKK7521,NY,PAS,TOYOT,902270,WYCKOFF AVE,2011
PC393793,DE,PAS,ACURA,950802,C/O MILLER AVE,2010
S66ASY,NJ,PAS,NISSA,961822,THROOP AVE,0
APD1411,NY,PAS,CHEVR,961917,MARCY AVE,2011
PZH836C,PA,PAS,TOYOT,945639,RIDGEWOOD AVE,2007
AH18833,99,OMT,FORD,955652,E 28TH ST,0
63111JM,NY,COM,GMC,905375,W 47 ST,1990
12224MG,NY,COM,FRUEH,905375,W 48 ST,2015
FAITH07,NY,PAS,TOYOT,960369,WILLOWGHBY AVE,2001
99025MD,NY,COM,,938973,WYCKOFF ST,2007
T723856C,NY,OMT,TOYOT,955002,ALBANY AVE,2017
66623ME,NY,COM,MITSU,946322,8 AVE,2007
PRZ2527,MN,PAS,MERCU,946322,8 AVE,0
6SAB2W,MI,PAS,MERCU,946322,BROADWAY,0
77031MG,NY,COM,VOLVO,946322,7 AVE,2016
16272TC,NY,COM,CHEVR,946322,7 AVE,2014
XCGS3,NJ,PAS,FRUEH,946322,96 AVE,0
16796MJ,NY,COM,ISUZU,946322,6 AVE,2017
XDBD97,NJ,PAS,HIN,946322,6 AVE,0
XU819A,NJ,PAS,FRUEH,946327,136 AVE,0
FPA2177,NY,PAS,HONDA,958126,ROCHESTER,2012
ETX6149,NY,PAS,DODGE,958126,STERLING PL,2006
XX3914,NJ,PAS,MERCU,933554,UTICA AVE,0
7BD0887,MD,PAS,HONDA,933554,EASTERN PKWY,0
537VNY,MN,PAS,DODGE,958202,STERLING PLACE,1997
77034MG,99,COM,VOLVO,958385,9TH AVE,2016
89358MJ,NY,COM,REFG,927132,W 42 ST,2009
23801TC,NY,COM,,960750,10TH AVE,1999
22799MH,NY,COM,ME/BE,960750,WEST 25TH ST,2015
ECM4826,NY,PAS,CHRYS,956851,C/O NOLL,0
944067N,NJ,PAS,ME/BE,957100,TROUTMAN ST,2003
D40,NY,PAS,ACURA,955140,ISHAM ST,2005
1972CB,CT,PAS,HYUND,933506,ST JOHN PL,0
